SessionID,MachineSetOrMaster,GitCommit,EntryTimestamp,ProjectVariant,NumProcesses,MakeLogFile,BuildSucceeded,BuildMessage,RunLogFile,RunCommandSucceeded,RunEnvironmentWarning,RunMessage,OutputVideoCreated,OutputVideoPath,OverallStatusSymbol,OverallStatusMessage,ExecutionTime_ms
"friends_multirun_20250509_142405_nixos","nixos","e39b60d","2025-05-09T14:24:42-04:00","Serial",1,"friends_multirun_20250509_142405_nixos/make_serial.log",false,"Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_serial' is MISSING.","friends_multirun_20250509_142405_nixos/run_Serial_np1.log",false,false,"Skip build",false,"Skip build","✘","✘ (Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_serial' is MISSING.)",
"friends_multirun_20250509_142405_nixos","nixos","e39b60d","2025-05-09T14:24:42-04:00","MPI-Only",1,"friends_multirun_20250509_142405_nixos/make_mpi_only.log",false,"Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_mpi_only' is MISSING.","friends_multirun_20250509_142405_nixos/run_MPI-Only_np1.log",false,false,"Skip build",false,"Skip build","✘","✘ (Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_mpi_only' is MISSING.)",
"friends_multirun_20250509_142405_nixos","CLUSTER_myko_192_168_1_158_50_myko_192_168_1_97_50","e39b60d","2025-05-09T14:24:42-04:00","MPI-Only",2,"friends_multirun_20250509_142405_nixos/make_mpi_only.log",false,"Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_mpi_only' is MISSING.","friends_multirun_20250509_142405_nixos/run_MPI-Only_np2.log",false,false,"Skip build",false,"Skip build","✘","✘ (Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_mpi_only' is MISSING.)",
"friends_multirun_20250509_142405_nixos","nixos","e39b60d","2025-05-09T14:24:43-04:00","CUDA-Only",1,"friends_multirun_20250509_142405_nixos/make_cuda_only.log",false,"Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_cuda_only' is MISSING.","friends_multirun_20250509_142405_nixos/run_CUDA-Only_np1.log",false,false,"Skip build",false,"Skip build","✘","✘ (Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_cuda_only' is MISSING.)",
"friends_multirun_20250509_142405_nixos","nixos","e39b60d","2025-05-09T14:24:43-04:00","MPI+CUDA Full",1,"friends_multirun_20250509_142405_nixos/make_full.log",false,"Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_full' is MISSING.","friends_multirun_20250509_142405_nixos/run_MPI+CUDA_Full_np1.log",false,false,"Skip build",false,"Skip build","✘","✘ (Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_full' is MISSING.)",
"friends_multirun_20250509_142405_nixos","CLUSTER_myko_192_168_1_158_50_myko_192_168_1_97_50","e39b60d","2025-05-09T14:24:43-04:00","MPI+CUDA Full",2,"friends_multirun_20250509_142405_nixos/make_full.log",false,"Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_full' is MISSING.","friends_multirun_20250509_142405_nixos/run_MPI+CUDA_Full_np2.log",false,false,"Skip build",false,"Skip build","✘","✘ (Build OK (make success), but executable '/home/myko/MPI-CUDA-Video-Parallel-Processor/exec/exec_full' is MISSING.)",
